respid,"gamma(2,1)","delta(1,2)","delta(2,2)","delta(3,2)","gamma(3,1)","delta(1,3)","delta(2,3)","delta(3,3)","gamma(4,1)","delta(1,4)","delta(2,4)","delta(3,4)"
1114,0.0761576266697529,-4.28067683181447,-1.5108273491005844,-1.774399157011949,0.1035375078049806,-5.16574448981767,-2.587857167905727,-0.910610710712952,0.1596538492367313,-5.907438687459059,-3.911256714705267,-2.526490320426095
1119,0.0695763097555113,-3.0711291576219897,-0.4102520433288587,-0.6924262160714795,0.1044576552531227,-4.879843610782241,-2.350304270331208,-0.6328138904560485,0.212185029604716,-6.900935255450282,-4.565173411938836,-3.332465414000623
1145,0.0868813946117639,-3.40400833837281,-0.6631885983564362,-0.8721419466756682,0.1201069380219006,-4.684829895078576,-2.0921913363472235,-0.5224824657168348,0.2360689420547564,-7.367437382489847,-5.002912635486899,-3.770336627995316
1149,0.0826719484654908,-4.076936664446382,-1.3634312264950017,-1.6294385097302584,0.1013644707480874,-4.806542274186604,-2.183700274628881,-0.5984494035603105,0.1786027219758587,-6.225880020275191,-4.087657562416757,-2.8758095838614013
1169,0.0793368300724053,-3.0185868166193823,-0.3079315535962206,-0.499456192062672,0.1054708958829509,-4.350610267050874,-1.7189526861121878,-0.1232850875562652,0.2006223521794057,-5.7870393487964815,-3.5312552499213368,-2.353044573142621
1179,0.073310946908643,-3.4408965290363005,-0.743542168702417,-0.9040020192459234,0.103318863589109,-4.945924279357578,-2.38902180216288,-0.5723945026082886,0.1904429867740089,-6.740545169734891,-4.481530317465167,-3.1077769184268007
1188,0.0683144217615966,-4.033799729392802,-1.2880301110569723,-1.390827785368036,0.093387352163887,-4.867620802079808,-2.2594895346425625,-0.6125951376157175,0.1489306143840819,-5.578785649647726,-3.564649078851424,-2.2424646808535296
1200,0.070884338213975,-4.126273719455567,-1.2978476710106512,-1.585220967009161,0.0941595481577511,-4.89645735623566,-2.24237738854545,-0.555136679482279,0.1665020684496307,-6.069842483056478,-3.975857799579244,-2.666425725435541
1209,0.074040303028832,-4.17776229258198,-1.4240133743017267,-1.6509144229499464,0.0947118729263928,-4.992086074872543,-2.363372339761797,-0.6285385549417624,0.1522176280654207,-5.920138217062289,-3.9371838116405966,-2.524426916033605
1211,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1212,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1227,0.086937760231069,-4.144671437637005,-1.4270811465811215,-1.6951384456142635,0.1163302459961601,-4.786816056070783,-2.0908330260026595,-0.533703312758298,0.1988642010457436,-6.711859178154517,-4.403507660186804,-3.001019032568323
1238,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1248,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1257,0.0800586766459936,-3.455050357315329,-0.7885406481780237,-1.5646714288752614,0.1316355313303091,-5.669732691312208,-3.0701088625822384,-1.8797473191036105,0.2023841365908578,-7.233096287360818,-5.000123326075663,-4.179014405349259
1265,0.0592677938590106,-3.2373949525296357,-0.5477826015088454,-0.6229319210659087,0.0838607268860654,-4.787424412814839,-2.086024996043588,-0.1837906686276971,0.1559181476482156,-6.142239389284176,-3.9534576184806616,-2.4883160696419866
1268,0.0718670118017043,-3.5649697933826663,-0.9437164150039836,-1.087139008254569,0.0906311323497762,-4.111497410379078,-1.5550665873379654,-0.0143715244953367,0.1282992388976024,-4.300939925923572,-2.2725122912295745,-0.954803620096211
1281,0.0611103143692808,-2.452310868024425,0.2815803030594023,0.2098761387549506,0.0855828404186909,-3.521221632254969,-0.8326006558450845,0.8392986340972134,0.1714117307873063,-5.392333991629333,-2.853945770293095,-1.5961125902610485
1290,0.071992258518483,-2.9093439739236304,-0.1864251042562081,-0.2934594838728734,0.1016763009490788,-4.203528496224556,-1.569017798177082,0.1523070911663827,0.17111473608763,-5.383846281932324,-3.120643650724257,-1.7339160576535138
1303,0.0691933007852994,-3.242931220626006,-0.6795957895643161,-0.5885334991049254,0.110727311900058,-5.100687636778978,-2.697165177476719,-0.5324881836436515,0.2199701275847501,-7.503974490118346,-5.210047690137698,-3.627356962806201
1316,0.0852783840155539,-4.061335178973885,-1.334124387445862,-1.602306163669022,0.1112892308312581,-4.676328875107113,-1.983569205116156,-0.4246192918205608,0.1751013963448662,-6.036931608006997,-3.85020418592659,-2.44761278298553
1320,0.0767674341615492,-2.9914322573326024,-0.3158837073244055,-0.586870846922428,0.1082694890346069,-4.314606303839953,-1.7721128373850257,-0.2066571652362933,0.1988704694531842,-6.092671098436108,-3.815457703616549,-2.5825430249282637
1323,0.0820441250354149,-3.084557949794457,-0.4208267036905806,-0.5307412380983478,0.1177109806827623,-4.733902338796732,-2.1891102041187045,-0.3908985257925239,0.2259285361128674,-6.733075820299751,-4.367148869941284,-3.043818650721537
1324,0.0656331854436112,-2.8617336631832235,-0.117559515232051,-0.2322613678985023,0.0913698046355755,-4.061193338038581,-1.4780483047073014,0.2231261833754172,0.1794777090754512,-5.9890957643527845,-3.779197869676056,-2.367336900920117
1332,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1355,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1364,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1370,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1374,0.0766957002468253,-3.456954457419855,-0.6889352746395445,-1.114943648558159,0.1066715889217358,-5.049155075571852,-2.454356578701758,-0.8613388558152447,0.219639787365519,-7.129816173816978,-4.88916688602879,-3.7705624752469897
1389,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1404,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1412,0.0586530436741538,-3.148624603296025,-0.4704707569982042,-0.7655051802374959,0.0816977843372176,-4.222916503979735,-1.590322057601288,-0.1804998604784419,0.1626821393568001,-5.397980297256777,-3.253768894656671,-2.216680535996068
1421,0.0642655450576492,-3.900108905790297,-1.291506488349378,-1.4437447680532074,0.0987240628263158,-5.009511481987983,-2.496225373743047,-0.9280540517838186,0.2118335668460938,-6.567459518400277,-4.501818897872766,-3.505771577184413
1423,0.0775505839334995,-3.8116661262331313,-1.044161969505524,-1.206018262062729,0.0994564444851665,-4.691866728150111,-2.0495546557396582,-0.2832687372297946,0.1576489683107315,-5.595339355946121,-3.3836403230464334,-2.0445699115203784
1439,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1449,0.0428327208835776,-1.2561802491400875,1.4650951939856152,1.4603366140639171,0.0911282987506059,-1.7646951970267502,0.7499952787558313,2.692260072213853,0.1911508712438184,-4.397077479619098,-1.411367552958258,0.5252438216374115
1472,0.0748448395169069,-3.36325673886554,-0.6329224028325393,-0.7655301551208215,0.0972464264547592,-4.7549981021513,-2.083475196319069,-0.2853701065804376,0.1998148180427557,-7.179198757484847,-4.810760795324601,-3.4659316454764224
1477,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1506,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1540,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1591,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1592,0.0719053971207454,-4.112435272167732,-1.4237306023400935,-1.4814624810056378,0.0936301995102489,-4.949976093407894,-2.272957694986209,-0.4336730450268242,0.1446042770685292,-5.783252067323768,-3.7178848237619047,-2.1286171043320103
1660,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1685,0.0740485524400938,-3.559119044574345,-0.8750888838339591,-1.0813367729274452,0.0944078729921504,-4.934873797970302,-2.338256263079268,-0.4130925896355705,0.1861158169566829,-6.960187128997217,-4.758562315732141,-3.3268820575740623
1719,0.070327077108955,-3.801279678904245,-1.1142815072840466,-1.4071493348331,0.0943831853670158,-4.84607179648867,-2.33401186434182,-0.7150316087501021,0.159238796771496,-5.761177454560467,-3.7765591935156615,-2.5784469320444705
1761,0.093079721664715,-3.0902573818186587,-0.4170202264387872,-0.6008574719962796,0.1253191493545702,-4.20124657702635,-1.5814148783163542,-0.0693420383325902,0.2252593868538623,-6.351243865908401,-4.025372683853704,-2.7056989159208693
1771,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1788,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1799,0.0552720709621691,-3.584298624947865,-0.8309062080239527,-1.206326759587789,0.089124346046805,-4.64838185017289,-1.987262158491976,-0.4015849493553527,0.1266702452115779,-4.59749405890801,-2.68667482688123,-1.330821937247463
1805,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1842,0.083310527084283,-3.7515927608088577,-1.062883908646221,-1.3132194677130038,0.109236324458408,-4.460859916004448,-1.831177638883748,-0.2909234713686387,0.1712137572194865,-5.559173360142427,-3.4488607181472863,-2.103469981354376
1852,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1869,0.0772473401599807,-3.3157933943099485,-0.6274176953627808,-0.954587127543374,0.1061057378738848,-4.160947235806516,-1.6917130459311882,-0.2650100007682064,0.1682741694766532,-5.231573435123708,-3.1776460605325023,-1.937739255612425
1884,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1892,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
1914,0.0800739424666619,-4.025963900309296,-1.2995505275146406,-1.5514090974147376,0.0997326938374964,-4.6896311950504606,-2.125609648861033,-0.5305838137310699,0.1737338481937437,-6.136386072266209,-3.923065363542448,-2.741191116294317
1929,0.0666012766448605,-3.8360179957766047,-1.195481812322423,-1.377026671202472,0.0984899690170617,-5.0300467930884425,-2.4529056991915725,-0.6514763798886531,0.1310843415537641,-5.035320330627233,-3.1187168845441624,-1.6175465066581698
1931,0.0681595652767844,-3.149886092464755,-0.5089811726716019,-0.6866641148913387,0.0992240232968954,-4.195066919872964,-1.635524379799138,-0.0537552927063869,0.1485120998045992,-5.037131506021943,-2.861989630903709,-1.5476111208856886
1955,0.0741131061801328,-3.120945924966787,-0.4245489916929653,-0.5348512459331319,0.1045795960897877,-4.430623163575947,-1.7881846587845902,0.0538292641723317,0.1942641724501483,-6.585068433365046,-4.271696782194751,-2.813097005571934
1967,0.0714557618496551,-4.147245676885382,-1.448101360359722,-1.516199912604711,0.0921950552018301,-4.967309257914021,-2.2271903601243355,-0.3934417616558624,0.1476519786940159,-5.812796836022911,-3.750168502971836,-2.2611016563484942
1978,0.0732680583495628,-3.756338372899976,-1.0207713002872438,-1.2035198483444582,0.0914596982897484,-4.590596771760649,-1.9077413140982384,-0.2898618246915841,0.1462091130661429,-5.321166543117036,-3.190271763409394,-1.9670838314408117
2039,0.0611425602834719,-3.664478438452659,-0.9232820625439082,-1.1311270183186175,0.0862359366907707,-4.71802863257394,-2.1067370088787567,-0.4713662797792359,0.1203848484196167,-4.708264731332068,-2.7584868155510134,-1.5288997345511703
2048,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
2049,0.0757038870000289,-4.240351746982825,-1.5821484123431686,-1.7161031656458785,0.0893594572435794,-4.895497093002459,-2.2459827821011813,-0.5048793829309407,0.1434970033495409,-5.761310753094737,-3.716800270903182,-2.3232933112174985
2061,0.0855079993145189,-3.5275579219772046,-0.8100807447596089,-1.069738372347976,0.1067562578708735,-4.917004221071167,-2.2309288735627097,-0.7356601224593798,0.2423647797223996,-8.135676271073708,-5.58826754572962,-4.558993147997063
2086,0.0719752311319651,-3.714203265943152,-1.079850292079238,-1.2952844906469163,0.1091044793748305,-5.185273490600874,-2.6320993805204678,-1.127422705887816,0.2301873696475849,-6.406009368390984,-4.464865046454284,-3.562218408401157
2089,0.0793734793446207,-3.711930908865965,-1.086301435141646,-1.2845978920306171,0.1100481214263142,-4.729257777932302,-2.127828065370602,-0.407033614076265,0.1745714811418155,-5.6909353027677,-3.5450711396936017,-2.090611602258857
2136,0.078709461464892,-3.642724841242192,-0.8708715089334494,-1.1249682308232396,0.1075396716245571,-5.201289174467417,-2.5379004007460826,-0.7409410527024902,0.2288941774861949,-7.865637152762519,-5.462115528978135,-4.15270954479356
2137,0.0904916106547149,-4.168630097523286,-1.4624693510171232,-1.9253322806310216,0.1093782778942907,-4.850502176712201,-2.3135146695438675,-0.9720311169091734,0.2323926865839174,-6.985061596096985,-4.806810460539225,-3.813391541239136
2142,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
2231,0.0212192413500919,-2.3031290093967347,0.4926696019546556,0.2544026605322527,0.0605963992015773,-3.648250753496506,-0.9229766027888868,0.6344422200437466,0.1432866243526296,-4.737328806881407,-2.7086267042412318,-1.4238953327288253
2306,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
2334,0.0973645536405908,-3.32079174353052,-0.5461585684756254,-0.8474101638368813,0.1307881361453714,-3.8111661946054594,-1.193563422610664,0.3143010810428337,0.2817344307205759,-7.130298510528578,-4.633827795765384,-3.097671497623607
2362,0.0796147848220677,-3.954706242372592,-1.280170418122948,-1.5434453124948686,0.1023000590090606,-4.743138880140839,-2.199247763269485,-0.742322117891058,0.1982387773019728,-6.182928071408788,-4.034372904711663,-2.94263236708404
2365,0.0799159229951936,-3.8812202688011466,-1.182455728250421,-1.4556407866975098,0.1100287899434284,-4.6998542023147465,-2.0245551901744,-0.5262819265163305,0.2060417054815419,-6.653040845309799,-4.404455524997493,-3.098810437363964
2367,0.0892355669787041,-4.0535433947134605,-1.3512016823933937,-1.5423306261473324,0.1135679535781666,-4.591738973671416,-1.934438036545452,-0.4022937162890283,0.1781962695777122,-5.7504615160800405,-3.618970157926898,-2.2743955155387967
2371,0.0826857071830942,-3.2752596075740823,-0.6432841440773216,-0.8972385424383089,0.1208227585166012,-3.913589704512064,-1.389398034216572,0.5998943538796631,0.2170670650746101,-6.292286839875576,-4.1374005833145455,-2.0795939884773698
2392,0.083455944207196,-3.06197170860937,-0.4247554670466227,-0.5297023775443191,0.1144938829136453,-4.51227774658252,-1.895955271455519,-0.2388472892000638,0.2271317509190751,-6.738230133814832,-4.465878824437136,-3.1044014795710857
2398,0.0771893625022339,-3.162777985399589,-0.4633947275665331,-0.592414674185157,0.1034734604014165,-4.679718221888039,-2.0878894953813547,-0.4361879207080867,0.224338061597829,-7.2481651085385215,-4.810764958279491,-3.661792544672367
2436,0.0540439588752613,-2.661681090855206,-0.064046672441381,-0.141176571077969,0.0731501943696653,-3.6981343873374,-1.0797528107132954,0.6820399012268852,0.177444977619011,-6.1985554272875305,-3.967107775405944,-2.505929249180667
2442,0.078543522249883,-3.218039412296055,-0.5246754133113056,-0.6766794220310653,0.1095505001467996,-4.867668548927226,-2.192922611195381,-0.5348650092385595,0.2287308288086738,-7.304292436246304,-4.89745199196876,-3.6563931232247375
2447,0.0782967761287908,-3.694166141467909,-1.0635330849025244,-1.4388982367341767,0.1123488611896972,-4.452554848343955,-1.91580606485024,-0.497060435463975,0.1751048716748598,-5.438976805075848,-3.307082662767976,-2.041552450090429
2454,0.0917043130641654,-4.193829099331728,-1.5258870753255664,-1.7712825567919044,0.1101490725601965,-4.645951922802298,-2.0081819692701104,-0.3658872966947766,0.1873201317545799,-6.375668882270639,-4.152525728942932,-2.674185144649741
2457,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
2465,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
2479,0.0763359942621032,-3.3605808664459285,-0.581089666983147,-0.6583325877604315,0.1011061400391338,-4.852416696967897,-2.246999534550893,-0.5350336546583954,0.1937762629930371,-6.812842001747008,-4.4364936150574,-3.231645795951179
2487,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
2500,0.080478157953681,-2.908218696453692,-0.2611494596607333,-0.4267374895913475,0.1088803344843481,-4.058771693378029,-1.4343810144799702,0.2357444059891894,0.1943522260510806,-6.059517913417081,-3.770062690763248,-2.380173898961324
2502,0.0728715760298348,-3.532455739655175,-0.8273813104571595,-1.0503718675168483,0.0964493949657169,-5.015109935835008,-2.3098698120321006,-0.5043143379685866,0.1801331766458718,-6.819662656472901,-4.510788971848648,-3.1669006310147925
2528,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
2549,0.0388815884589404,-2.8844341033647067,-0.2782511478669677,-0.5447137019013953,0.0874270256995942,-4.163962633162813,-1.8088949217905468,-0.2571640455176683,0.1762855202243606,-4.886247103184623,-3.0737411288189245,-1.815106075950232
2596,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
2598,0.0812028012547958,-3.1615137753505884,-0.4661334933056699,-0.656767566356599,0.115168039596881,-4.812984839911913,-2.2368793407611567,-0.5240694158480678,0.206700626668793,-6.467461083511044,-4.157602694230464,-2.8680635443563194
2611,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
2623,0.0785288308726202,-3.194237415786306,-0.6548169241974207,-0.6504040174897183,0.1119165682844892,-4.910102903687747,-2.3945948528082357,-0.4981959269383094,0.2136550023128572,-7.152867212645606,-4.730265389508485,-3.421248739647661
2636,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
2659,0.0919393847756152,-3.6504390407916048,-1.0402430726944776,-1.289876146052188,0.1338011604806789,-4.477963755763799,-1.9286308443632685,-0.4723526213007662,0.2235057830540646,-6.581943218011859,-4.239620358796193,-2.852583340679052
2676,0.0871307401467839,-3.4716325804334898,-0.8562264209624041,-1.0960474943849767,0.1082208790095693,-3.9369466164487736,-1.4627455093874449,0.1108132818072675,0.1443685784330919,-4.251726014022447,-2.135614816204803,-0.8078227193126089
2685,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
2686,0.0681129744490657,-3.4550959408025115,-0.7176799793207026,-0.911046410672088,0.097968966483777,-4.5405981928599655,-1.883986073627131,-0.3995923556861275,0.1494401956691824,-5.098164356851163,-3.032040104558351,-1.8320035286706875
2709,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
2726,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
2728,0.0735688357295771,-3.187575204810985,-0.5430092000044205,-0.5579136898475786,0.0996841227336303,-4.394451722444183,-1.7633866237493487,0.0594909324497671,0.2023182479661764,-6.915623284551528,-4.469358152310971,-3.0384781629558666
2745,0.0781852615226132,-3.052876202891654,-0.3716807109895944,-0.6003229440862842,0.1065215150000681,-4.363678252448209,-1.743320299125664,-0.0445512144766225,0.1780040309774617,-5.706388650065756,-3.508050761909609,-2.1639202444220325
2758,0.0923511669235079,-4.20754382297378,-1.5450508679695647,-1.7986742018166997,0.1138050638171332,-4.73419739788374,-1.994214620280925,-0.4938710028337937,0.191469808765147,-6.413884258279977,-4.264817186705816,-2.85197008817142
2768,0.0764238809527116,-2.852326498747602,-0.1461585964822208,-0.2787497779512883,0.1154764512934996,-4.44528770264635,-1.817421614668494,-0.081329051009162,0.1909838099586886,-5.897135216286472,-3.613505716424581,-2.2541549409575885
2783,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
2804,0.0766739024252736,-2.653188969326532,-0.065946643903604,-0.2261588992564321,0.1134306860735793,-4.141192225878162,-1.5668303742301892,0.1081227694480186,0.1713856065640995,-5.075655964165252,-2.877351308625073,-1.509643137535705
2829,0.0646169155179009,-3.449350321697311,-0.8115676331134025,-1.0031144142845547,0.104694113482093,-4.484439207098872,-1.823113280532981,-0.2366842816941302,0.1480506546050489,-4.910425305697625,-2.873383867044065,-1.3528667524000526
2866,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
2868,0.0614885917715137,-2.8603019884645278,-0.2131798564866203,-0.2118728961420207,0.0920077968545461,-4.564253602154437,-1.8897193579526572,-0.0212050576673543,0.1952215426980001,-6.999933849233841,-4.618231928812104,-3.2690524146246798
2869,0.1004127590853938,-4.072008711012049,-1.3447560709430604,-1.7448875958727033,0.1275812755702601,-4.708487991507292,-2.046007278145429,-0.7504050487605798,0.2415924173486083,-7.325972995154277,-4.863090503453123,-3.8194299769841553
2870,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
2874,0.0651700702615404,-3.875103036018424,-1.1943786839848805,-1.4215016616879592,0.0747957757118873,-4.344040944438893,-1.646066261409815,-0.0523815872646921,0.1836188438430938,-6.970304154040813,-4.645841935685429,-3.3533794198294418
2877,0.0687702356775186,-3.5786044255534866,-0.9403747679158908,-1.0791291748979217,0.1017798995066207,-4.398419882957739,-1.8187341153674617,-0.1352847890988956,0.1424675922847087,-4.826884692740894,-2.8044289596907457,-1.2531677474909824
2894,0.0579627047533182,-2.778217795197148,-0.1695304161480541,-0.3620905060707703,0.0882519720441949,-3.612503937379702,-1.056236401535877,0.4424865288863531,0.0699161007213967,-2.508598264772998,-0.5682760032144516,0.781143062544931
2923,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
2958,0.0720703248582345,-3.5280270493379047,-0.8090066814677788,-0.934344844963972,0.0980197734473223,-5.079751460449832,-2.455687514660701,-0.4869951176556303,0.1792703496552073,-6.765526205874109,-4.510138896207028,-3.118073684194981
3014,0.0797526778277895,-2.703944638203036,0.0927254365016433,-0.2683537030014576,0.1226456077182426,-3.75506004695072,-1.1119927454102922,0.4510587197831695,0.1870966522300488,-5.310039598706183,-2.8363763772695947,-1.416333170380878
3018,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
3050,0.0847705667434261,-3.570702822749433,-0.8864935758876626,-1.0055108877361063,0.1213855556207771,-4.295979430478962,-1.7126992050267114,0.3090989348227436,0.2067658528176891,-6.832984490573142,-4.597284249782942,-2.514333024232529
3069,0.0218310669584526,-1.2242178937014212,1.3318435601782654,1.3327691161756865,0.0560844785887013,-2.114706516047462,0.3695237297099983,2.18454654977201,0.1758047693614096,-5.006142005117857,-2.5879339488872115,-0.9326332215908484
3076,0.1048319909845807,-2.8909166913884787,-0.2443477899649908,-0.399796183266886,0.156543834325939,-4.108653603811447,-1.64673666228583,0.2790711699808395,0.3332605242804453,-9.00576852074369,-6.25663981951753,-4.359822154153149
3098,0.0734409179754257,-3.031117605249208,-0.373118003660076,-0.6009691830244177,0.1030771817859442,-4.580085965460365,-1.970289261060188,-0.3310960998951008,0.1847343784955036,-5.993720590046465,-3.712059966815267,-2.498757624004553
3103,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
3104,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
3105,0.0668540761903918,-2.822376159379822,-0.1720602573252798,-0.3587471882785966,0.0977370872291874,-4.211637237288274,-1.62690590055376,-0.0397740161035414,0.158175393393382,-5.179390083116271,-2.9896766503277816,-1.7478467334745609
3127,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
3136,0.0793318151379388,-3.13892878480977,-0.5323497907505391,-0.6648772509465336,0.1088734458082444,-4.54989938807287,-1.9878441184640971,-0.3548754130721066,0.1933785039958259,-6.349449243754406,-4.0936129582492375,-2.8231991163057906
3140,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
3144,0.0699110499733969,-3.309864138403729,-0.6347925684850982,-0.740395007434901,0.0953774170233633,-4.922408955192287,-2.259193286007845,-0.3570053304164807,0.1886308864559802,-7.00747195356651,-4.666701754621062,-3.254996724103508
3145,0.0717593998197318,-2.939203309154337,-0.3291399585316459,-0.3245410823132336,0.1044076257146331,-4.349693994153887,-1.7495890128072644,0.137210146650496,0.1711402432435293,-5.604441027933666,-3.398984938120825,-1.8462134113083333
3153,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
3160,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
3197,0.0649285918188322,-3.7341297903570383,-1.0549914753812164,-1.2644930566405703,0.0917048167871571,-4.68800028518073,-2.0822934209133197,-0.3787665946209371,0.1252667366038088,-4.632455750958799,-2.723433397350547,-1.3000774102834969
3198,0.0661544772705445,-3.0034768770253386,-0.3569590802164676,-0.5779368308604862,0.1041477144670075,-4.94988657180721,-2.348246114737903,-0.4891000705803582,0.1682164815098428,-5.92656277501201,-3.746022839856697,-2.3494922590294083
3201,0.0879608476060259,-3.910831216891976,-1.276792648301062,-1.4700801473046186,0.1181702480880581,-4.672817958168177,-2.0720039587846166,-0.5782171151403291,0.1705538985921715,-5.50636440658793,-3.3997141301301967,-2.048920844945424
3202,0.0880341422506929,-4.289452640329936,-1.6338079703124628,-1.9755465568745043,0.1071425125741845,-5.154724294472738,-2.594867751856594,-1.1807893615488607,0.2305637793544818,-6.608431387166649,-4.631790730049259,-3.5666476567449354
3214,0.079858937842039,-2.9196951268310065,-0.2317008850984326,-0.4400605182133645,0.1149444021437065,-4.428057548782293,-1.83249889232316,-0.0991262175594234,0.1902668114407243,-5.907212325657159,-3.632017355992125,-2.258644546684439
3235,0.07944752856595,-2.9160352938064755,-0.2594023191273458,-0.5365807704960943,0.1071487743790599,-4.183650381803355,-1.6592915238697914,-0.0002820229953042,0.1814602667991428,-5.605055423275781,-3.413886763799394,-2.1824019211103387
3237,0.0808723626093286,-3.1856878785597087,-0.5138142579415242,-0.5787937693146554,0.1218501421483012,-4.684938806346443,-2.1000613472767315,-0.3323429184068123,0.1956377608737931,-6.183233289190423,-3.916553341305274,-2.389785169429232
3242,0.0747325576074199,-3.613093934567204,-0.9379765173159186,-1.1436633229110378,0.1113413070063497,-4.50971890558445,-1.9561288870459552,-0.3637276226950414,0.1664932712550178,-5.372145127328682,-3.208201363042724,-1.8308283808474293
